timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734170621805,106,HTTP Request-0,301,Moved Permanently,Thread Group 1-9,text,true,,1188,118,3,3,http://www.trendyol.com/,106,0,0
1734170621911,221,HTTP Request-1,200,OK,Thread Group 1-9,text,true,,280437,118,3,3,https://www.trendyol.com/,186,0,0
1734170621814,485,HTTP Request,200,OK,Thread Group 1-10,text,true,,281620,236,2,2,https://www.trendyol.com/,132,0,78
1734170621814,133,HTTP Request-0,301,Moved Permanently,Thread Group 1-10,text,true,,1186,118,2,2,http://www.trendyol.com/,132,0,78
1734170621947,352,HTTP Request-1,200,OK,Thread Group 1-10,text,true,,280434,118,2,2,https://www.trendyol.com/,239,0,71
1734170622037,301,HTTP Request,200,OK,Thread Group 1-8,text,true,,281615,236,2,2,https://www.trendyol.com/,46,0,0
1734170622037,46,HTTP Request-0,301,Moved Permanently,Thread Group 1-8,text,true,,1186,118,2,2,http://www.trendyol.com/,46,0,0
1734170622083,255,HTTP Request-1,200,OK,Thread Group 1-8,text,true,,280429,118,2,2,https://www.trendyol.com/,226,0,0
1734170622299,277,HTTP Request,200,OK,Thread Group 1-10,text,true,,281619,236,1,1,https://www.trendyol.com/,69,0,0
1734170622299,69,HTTP Request-0,301,Moved Permanently,Thread Group 1-10,text,true,,1188,118,1,1,http://www.trendyol.com/,69,0,0
1734170622368,208,HTTP Request-1,200,OK,Thread Group 1-10,text,true,,280431,118,1,1,https://www.trendyol.com/,168,0,0
