timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734000556130,1385,HTTP Request,200,OK,Thread Group 1-1,text,true,,281779,236,4,4,https://www.trendyol.com/,250,0,128
1734000556130,260,HTTP Request-0,301,Moved Permanently,Thread Group 1-1,text,true,,1188,118,4,4,http://www.trendyol.com/,250,0,128
1734000556393,1122,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,280591,118,4,4,https://www.trendyol.com/,911,0,722
1734000556413,1117,HTTP Request,200,OK,Thread Group 1-2,text,true,,281778,236,4,4,https://www.trendyol.com/,178,0,81
1734000556413,178,HTTP Request-0,301,Moved Permanently,Thread Group 1-2,text,true,,1188,118,4,4,http://www.trendyol.com/,178,0,81
1734000556593,937,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,280590,118,4,4,https://www.trendyol.com/,717,0,521
1734000556887,741,HTTP Request,200,OK,Thread Group 1-3,text,true,,281769,236,4,4,https://www.trendyol.com/,181,0,81
1734000556887,182,HTTP Request-0,301,Moved Permanently,Thread Group 1-3,text,true,,1186,118,4,4,http://www.trendyol.com/,181,0,81
1734000557071,557,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,280583,118,4,4,https://www.trendyol.com/,391,0,134
1734000557530,329,HTTP Request,200,OK,Thread Group 1-2,text,true,,281784,236,4,4,https://www.trendyol.com/,99,0,0
1734000557530,101,HTTP Request-0,301,Moved Permanently,Thread Group 1-2,text,true,,1188,118,4,4,http://www.trendyol.com/,99,0,0
1734000557631,228,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,280596,118,4,4,https://www.trendyol.com/,174,0,0
1734000557520,459,HTTP Request,200,OK,Thread Group 1-1,text,true,,281801,236,4,4,https://www.trendyol.com/,96,0,0
