timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1729937239917,10080,HTTP Request-1,429,Too Many Requests,Thread Group 1-372,text,false,,869,141,459,459,https://www.trendyol.com/butik/liste/11/kozmetik,10080,0,8928
1729937237661,12511,HTTP Request,200,OK,Thread Group 1-63,text,true,,273491,282,458,458,https://www.trendyol.com/butik/liste/11/kozmetik,340,0,208
1729937237661,340,HTTP Request-0,301,Moved Permanently,Thread Group 1-63,text,true,,1209,141,458,458,http://www.trendyol.com/butik/liste/11/kozmetik,340,0,208
1729937238001,12171,HTTP Request-1,200,OK,Thread Group 1-63,text,true,,272282,141,458,458,https://www.trendyol.com/butik/liste/11/kozmetik,1684,0,403
1729937238335,12264,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Thread Group 1-400,text,false,,4884,141,457,457,https://www.trendyol.com/butik/liste/11/kozmetik,4071,0,547
1729937238335,4071,HTTP Request-0,301,Moved Permanently,Thread Group 1-400,text,true,,1211,141,457,457,http://www.trendyol.com/butik/liste/11/kozmetik,4071,0,547
1729937242406,8193,HTTP Request-1,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Thread Group 1-400,text,false,,3673,0,457,457,https://www.trendyol.com/butik/liste/11/kozmetik,0,0,8193
1729937238274,12335,HTTP Request,429,Too Many Requests,Thread Group 1-367,text,false,,2078,282,456,456,https://www.trendyol.com/butik/liste/11/kozmetik,3855,0,386
1729937238274,3855,HTTP Request-0,301,Moved Permanently,Thread Group 1-367,text,true,,1209,141,456,456,http://www.trendyol.com/butik/liste/11/kozmetik,3855,0,386
1729937242130,8479,HTTP Request-1,429,Too Many Requests,Thread Group 1-367,text,false,,869,141,456,456,https://www.trendyol.com/butik/liste/11/kozmetik,8479,0,7296
1729937238337,12586,HTTP Request,429,Too Many Requests,Thread Group 1-401,text,false,,2080,282,455,455,https://www.trendyol.com/butik/liste/11/kozmetik,4227,0,545
1729937238337,4227,HTTP Request-0,301,Moved Permanently,Thread Group 1-401,text,true,,1211,141,455,455,http://www.trendyol.com/butik/liste/11/kozmetik,4227,0,545
1729937242564,8359,HTTP Request-1,429,Too Many Requests,Thread Group 1-401,text,false,,869,141,455,455,https://www.trendyol.com/butik/liste/11/kozmetik,8359,0,7188
1729937238203,12741,HTTP Request,429,Too Many Requests,Thread Group 1-332,text,false,,2080,282,454,454,https://www.trendyol.com/butik/liste/11/kozmetik,4617,0,373
1729937238203,4617,HTTP Request-0,301,Moved Permanently,Thread Group 1-332,text,true,,1211,141,454,454,http://www.trendyol.com/butik/liste/11/kozmetik,4617,0,373
1729937242820,8124,HTTP Request-1,429,Too Many Requests,Thread Group 1-332,text,false,,869,141,454,454,https://www.trendyol.com/butik/liste/11/kozmetik,8124,0,6964
1729937238409,12541,HTTP Request,429,Too Many Requests,Thread Group 1-436,text,false,,2080,282,453,453,https://www.trendyol.com/butik/liste/11/kozmetik,4327,0,704
1729937238409,4327,HTTP Request-0,301,Moved Permanently,Thread Group 1-436,text,true,,1211,141,453,453,http://www.trendyol.com/butik/liste/11/kozmetik,4327,0,704
1729937242736,8214,HTTP Request-1,429,Too Many Requests,Thread Group 1-436,text,false,,869,141,453,453,https://www.trendyol.com/butik/liste/11/kozmetik,8214,0,7054
1729937238028,13017,HTTP Request,429,Too Many Requests,Thread Group 1-246,text,false,,2078,282,452,452,https://www.trendyol.com/butik/liste/11/kozmetik,411,0,133
1729937238028,411,HTTP Request-0,301,Moved Permanently,Thread Group 1-246,text,true,,1209,141,452,452,http://www.trendyol.com/butik/liste/11/kozmetik,411,0,133
1729937238441,12604,HTTP Request-1,429,Too Many Requests,Thread Group 1-246,text,false,,869,141,452,452,https://www.trendyol.com/butik/liste/11/kozmetik,12604,0,11365
1729937237983,13124,HTTP Request,429,Too Many Requests,Thread Group 1-223,text,false,,2080,282,451,451,https://www.trendyol.com/butik/liste/11/kozmetik,339,0,152
1729937237983,339,HTTP Request-0,301,Moved Permanently,Thread Group 1-223,text,true,,1211,141,451,451,http://www.trendyol.com/butik/liste/11/kozmetik,339,0,152
1729937238322,12785,HTTP Request-1,429,Too Many Requests,Thread Group 1-223,text,false,,869,141,451,451,https://www.trendyol.com/butik/liste/11/kozmetik,12785,0,11499
1729937238287,12913,HTTP Request,200,OK,Thread Group 1-376,text,true,,273488,282,450,450,https://www.trendyol.com/butik/liste/11/kozmetik,4056,0,393
1729937238287,4056,HTTP Request-0,301,Moved Permanently,Thread Group 1-376,text,true,,1211,141,450,450,http://www.trendyol.com/butik/liste/11/kozmetik,4056,0,393
1729937242343,8857,HTTP Request-1,200,OK,Thread Group 1-376,text,true,,272277,141,450,450,https://www.trendyol.com/butik/liste/11/kozmetik,3214,0,1963
1729937238387,13079,HTTP Request,200,OK,Thread Group 1-426,text,true,,273509,282,449,449,https://www.trendyol.com/butik/liste/11/kozmetik,2139,0,668
